transaction_id,date,period,customer_id,customer_name,segment,product,channel,region,transaction_type,amount,source_system,invoice_id
REV-202601-C109-02,2026-01-21,2026-01,C109,Good Day Supply,SMB,Services,Direct,South,Sale,27600,Synthetic ERP,INV-202601-C109B
REV-202601-C201-01,2026-01-08,2026-01,C201,Consumer East,Consumer,SmartHub Pro,Web,Northeast,Sale,89600,Synthetic ERP,INV-202601-C201A
REV-202601-C201-02,2026-01-21,2026-01,C201,Consumer East,Consumer,SmartHub Pro,Web,Northeast,Sale,38400,Synthetic ERP,INV-202601-C201B
REV-202601-C202-01,2026-01-08,2026-01,C202,Consumer West,Consumer,SmartHub Pro,Web,West,Sale,84000,Synthetic ERP,INV-202601-C202A
REV-202601-C202-02,2026-01-21,2026-01,C202,Consumer West,Consumer,SmartHub Pro,Web,West,Sale,36000,Synthetic ERP,INV-202601-C202B
REV-202601-C203-01,2026-01-08,2026-01,C203,Consumer South,Consumer,SmartHub Mini,Web,South,Sale,78400,Synthetic ERP,INV-202601-C203A
REV-202601-C203-02,2026-01-21,2026-01,C203,Consumer South,Consumer,SmartHub Mini,Web,South,Sale,33600,Synthetic ERP,INV-202601-C203B
REV-202601-C204-01,2026-01-08,2026-01,C204,Consumer Midwest,Consumer,SmartHub Mini,Web,Midwest,Sale,72800,Synthetic ERP,INV-202601-C204A
REV-202601-C204-02,2026-01-21,2026-01,C204,Consumer Midwest,Consumer,SmartHub Mini,Web,Midwest,Sale,31200,Synthetic ERP,INV-202601-C204B
REV-202601-C205-01,2026-01-08,2026-01,C205,Marketplace A,Consumer,Accessories,Marketplace,Northeast,Sale,61600,Synthetic ERP,INV-202601-C205A
REV-202601-C205-02,2026-01-21,2026-01,C205,Marketplace A,Consumer,Accessories,Marketplace,Northeast,Sale,26400,Synthetic ERP,INV-202601-C205B
REV-202601-C206-01,2026-01-08,2026-01,C206,Marketplace B,Consumer,Accessories,Marketplace,West,Sale,56000,Synthetic ERP,INV-202601-C206A
REV-202601-C206-02,2026-01-21,2026-01,C206,Marketplace B,Consumer,Accessories,Marketplace,West,Sale,24000,Synthetic ERP,INV-202601-C206B
REV-202601-C207-01,2026-01-08,2026-01,C207,Direct Consumer A,Consumer,SmartHub Pro,Web,South,Sale,44800,Synthetic ERP,INV-202601-C207A
REV-202601-C207-02,2026-01-21,2026-01,C207,Direct Consumer A,Consumer,SmartHub Pro,Web,South,Sale,19200,Synthetic ERP,INV-202601-C207B
REV-202601-C208-01,2026-01-08,2026-01,C208,Direct Consumer B,Consumer,SmartHub Mini,Web,Midwest,Sale,39200,Synthetic ERP,INV-202601-C208A
REV-202601-C208-02,2026-01-21,2026-01,C208,Direct Consumer B,Consumer,SmartHub Mini,Web,Midwest,Sale,16800,Synthetic ERP,INV-202601-C208B
REV-202601-C209-01,2026-01-08,2026-01,C209,Direct Consumer C,Consumer,Accessories,Marketplace,West,Sale,33600,Synthetic ERP,INV-202601-C209A
REV-202601-C209-02,2026-01-21,2026-01,C209,Direct Consumer C,Consumer,Accessories,Marketplace,West,Sale,14400,Synthetic ERP,INV-202601-C209B
REF-202601-PRO,2026-01-24,2026-01,C201,Consumer East,Consumer,SmartHub Pro,Web,Northeast,Refund,-35000,Synthetic ERP,CM-202601-PRO
REF-202601-OTH,2026-01-25,2026-01,C203,Consumer South,Consumer,SmartHub Mini,Web,South,Refund,-45000,Synthetic ERP,CM-202601-OTH
REV-202602-C001-01,2026-02-08,2026-02,C001,Northstar Commerce,Enterprise,Platform,Direct,Northeast,Sale,392000,Synthetic ERP,INV-202602-C001A
REV-202602-C001-02,2026-02-21,2026-02,C001,Northstar Commerce,Enterprise,Platform,Direct,Northeast,Sale,168000,Synthetic ERP,INV-202602-C001B
REV-202602-C002-01,2026-02-08,2026-02,C002,Atlas Industrial,Enterprise,Platform,Direct,Midwest,Sale,353500,Synthetic ERP,INV-202602-C002A
REV-202602-C002-02,2026-02-21,2026-02,C002,Atlas Industrial,Enterprise,Platform,Direct,Midwest,Sale,151500,Synthetic ERP,INV-202602-C002B
REV-202602-C003-01,2026-02-08,2026-02,C003,Forma Retail Group,Enterprise,Analytics,Direct,West,Sale,298900,Synthetic ERP,INV-202602-C003A
REV-202602-C003-02,2026-02-21,2026-02,C003,Forma Retail Group,Enterprise,Analytics,Direct,West,Sale,128100,Synthetic ERP,INV-202602-C003B
REV-202602-C004-01,2026-02-08,2026-02,C004,Horizon Outfitters,Enterprise,Platform,Partner,South,Sale,238000,Synthetic ERP,INV-202602-C004A
REV-202602-C004-02,2026-02-21,2026-02,C004,Horizon Outfitters,Enterprise,Platform,Partner,South,Sale,102000,Synthetic ERP,INV-202602-C004B
REV-202602-C005-01,2026-02-08,2026-02,C005,Meridian Markets,Enterprise,Analytics,Direct,Northeast,Sale,206500,Synthetic ERP,INV-202602-C005A
REV-202602-C005-02,2026-02-21,2026-02,C005,Meridian Markets,Enterprise,Analytics,Direct,Northeast,Sale,88500,Synthetic ERP,INV-202602-C005B
REV-202602-C006-01,2026-02-08,2026-02,C006,BluePeak Stores,Enterprise,Services,Partner,West,Sale,174300,Synthetic ERP,INV-202602-C006A
REV-202602-C006-02,2026-02-21,2026-02,C006,BluePeak Stores,Enterprise,Services,Partner,West,Sale,74700,Synthetic ERP,INV-202602-C006B
REV-202602-C101-01,2026-02-08,2026-02,C101,Bright Cart,SMB,Commerce,Partner,South,Sale,127050,Synthetic ERP,INV-202602-C101A
REV-202602-C101-02,2026-02-21,2026-02,C101,Bright Cart,SMB,Commerce,Partner,South,Sale,54450,Synthetic ERP,INV-202602-C101B
REV-202602-C102-01,2026-02-08,2026-02,C102,Urban Shelf,SMB,Commerce,Partner,Northeast,Sale,118580,Synthetic ERP,INV-202602-C102A
REV-202602-C102-02,2026-02-21,2026-02,C102,Urban Shelf,SMB,Commerce,Partner,Northeast,Sale,50820,Synthetic ERP,INV-202602-C102B
REV-202602-C103-01,2026-02-08,2026-02,C103,Market Lane,SMB,Platform,Direct,Midwest,Sale,110110,Synthetic ERP,INV-202602-C103A
REV-202602-C103-02,2026-02-21,2026-02,C103,Market Lane,SMB,Platform,Direct,Midwest,Sale,47190,Synthetic ERP,INV-202602-C103B
REV-202602-C104-01,2026-02-08,2026-02,C104,Juniper Goods,SMB,Commerce,Web,West,Sale,101640,Synthetic ERP,INV-202602-C104A
REV-202602-C104-02,2026-02-21,2026-02,C104,Juniper Goods,SMB,Commerce,Web,West,Sale,43560,Synthetic ERP,INV-202602-C104B
REV-202602-C105-01,2026-02-08,2026-02,C105,Oak & Main,SMB,Analytics,Direct,South,Sale,93170,Synthetic ERP,INV-202602-C105A
REV-202602-C105-02,2026-02-21,2026-02,C105,Oak & Main,SMB,Analytics,Direct,South,Sale,39930,Synthetic ERP,INV-202602-C105B
REV-202602-C106-01,2026-02-08,2026-02,C106,Common Basket,SMB,Commerce,Web,Northeast,Sale,84700,Synthetic ERP,INV-202602-C106A
REV-202602-C106-02,2026-02-21,2026-02,C106,Common Basket,SMB,Commerce,Web,Northeast,Sale,36300,Synthetic ERP,INV-202602-C106B
REV-202602-C107-01,2026-02-08,2026-02,C107,Fieldstone Shop,SMB,Platform,Partner,Midwest,Sale,76230,Synthetic ERP,INV-202602-C107A
REV-202602-C107-02,2026-02-21,2026-02,C107,Fieldstone Shop,SMB,Platform,Partner,Midwest,Sale,32670,Synthetic ERP,INV-202602-C107B
REV-202602-C108-01,2026-02-08,2026-02,C108,Elm Street Retail,SMB,Commerce,Web,West,Sale,67760,Synthetic ERP,INV-202602-C108A
REV-202602-C108-02,2026-02-21,2026-02,C108,Elm Street Retail,SMB,Commerce,Web,West,Sale,29040,Synthetic ERP,INV-202602-C108B
REV-202602-C109-01,2026-02-08,2026-02,C109,Good Day Supply,SMB,Services,Direct,South,Sale,67760,Synthetic ERP,INV-202602-C109A
REV-202602-C109-02,2026-02-21,2026-02,C109,Good Day Supply,SMB,Services,Direct,South,Sale,29040,Synthetic ERP,INV-202602-C109B
REV-202602-C201-01,2026-02-08,2026-02,C201,Consumer East,Consumer,SmartHub Pro,Web,Northeast,Sale,93968,Synthetic ERP,INV-202602-C201A
REV-202602-C201-02,2026-02-21,2026-02,C201,Consumer East,Consumer,SmartHub Pro,Web,Northeast,Sale,40272,Synthetic ERP,INV-202602-C201B
REV-202602-C202-01,2026-02-08,2026-02,C202,Consumer West,Consumer,SmartHub Pro,Web,West,Sale,88095,Synthetic ERP,INV-202602-C202A
REV-202602-C202-02,2026-02-21,2026-02,C202,Consumer West,Consumer,SmartHub Pro,Web,West,Sale,37755,Synthetic ERP,INV-202602-C202B
REV-202602-C203-01,2026-02-08,2026-02,C203,Consumer South,Consumer,SmartHub Mini,Web,South,Sale,82222,Synthetic ERP,INV-202602-C203A
REV-202602-C203-02,2026-02-21,2026-02,C203,Consumer South,Consumer,SmartHub Mini,Web,South,Sale,35238,Synthetic ERP,INV-202602-C203B
REV-202602-C204-01,2026-02-08,2026-02,C204,Consumer Midwest,Consumer,SmartHub Mini,Web,Midwest,Sale,76349,Synthetic ERP,INV-202602-C204A
REV-202602-C204-02,2026-02-21,2026-02,C204,Consumer Midwest,Consumer,SmartHub Mini,Web,Midwest,Sale,32721,Synthetic ERP,INV-202602-C204B
REV-202602-C205-01,2026-02-08,2026-02,C205,Marketplace A,Consumer,Accessories,Marketplace,Northeast,Sale,64603,Synthetic ERP,INV-202602-C205A
REV-202602-C205-02,2026-02-21,2026-02,C205,Marketplace A,Consumer,Accessories,Marketplace,Northeast,Sale,27687,Synthetic ERP,INV-202602-C205B
REV-202602-C206-01,2026-02-08,2026-02,C206,Marketplace B,Consumer,Accessories,Marketplace,West,Sale,58730,Synthetic ERP,INV-202602-C206A
REV-202602-C206-02,2026-02-21,2026-02,C206,Marketplace B,Consumer,Accessories,Marketplace,West,Sale,25170,Synthetic ERP,INV-202602-C206B
REV-202602-C207-01,2026-02-08,2026-02,C207,Direct Consumer A,Consumer,SmartHub Pro,Web,South,Sale,46984,Synthetic ERP,INV-202602-C207A
REV-202602-C207-02,2026-02-21,2026-02,C207,Direct Consumer A,Consumer,SmartHub Pro,Web,South,Sale,20136,Synthetic ERP,INV-202602-C207B
REV-202602-C208-01,2026-02-08,2026-02,C208,Direct Consumer B,Consumer,SmartHub Mini,Web,Midwest,Sale,41111,Synthetic ERP,INV-202602-C208A
REV-202602-C208-02,2026-02-21,2026-02,C208,Direct Consumer B,Consumer,SmartHub Mini,Web,Midwest,Sale,17619,Synthetic ERP,INV-202602-C208B
REV-202602-C209-01,2026-02-08,2026-02,C209,Direct Consumer C,Consumer,Accessories,Marketplace,West,Sale,35238,Synthetic ERP,INV-202602-C209A
REV-202602-C209-02,2026-02-21,2026-02,C209,Direct Consumer C,Consumer,Accessories,Marketplace,West,Sale,15102,Synthetic ERP,INV-202602-C209B
REF-202602-PRO,2026-02-24,2026-02,C201,Consumer East,Consumer,SmartHub Pro,Web,Northeast,Refund,-77000,Synthetic ERP,CM-202602-PRO
REF-202602-OTH,2026-02-25,2026-02,C203,Consumer South,Consumer,SmartHub Mini,Web,South,Refund,-51000,Synthetic ERP,CM-202602-OTH
REV-202603-C001-01,2026-03-08,2026-03,C001,Northstar Commerce,Enterprise,Platform,Direct,Northeast,Sale,378000,Synthetic ERP,INV-202603-C001A
REV-202603-C001-02,2026-03-21,2026-03,C001,Northstar Commerce,Enterprise,Platform,Direct,Northeast,Sale,162000,Synthetic ERP,INV-202603-C001B
REV-202603-C002-01,2026-03-08,2026-03,C002,Atlas Industrial,Enterprise,Platform,Direct,Midwest,Sale,330750,Synthetic ERP,INV-202603-C002A
REV-202603-C002-02,2026-03-21,2026-03,C002,Atlas Industrial,Enterprise,Platform,Direct,Midwest,Sale,141750,Synthetic ERP,INV-202603-C002B
REV-202603-C003-01,2026-03-08,2026-03,C003,Forma Retail Group,Enterprise,Analytics,Direct,West,Sale,283500,Synthetic ERP,INV-202603-C003A
REV-202603-C003-02,2026-03-21,2026-03,C003,Forma Retail Group,Enterprise,Analytics,Direct,West,Sale,121500,Synthetic ERP,INV-202603-C003B
REV-202603-C004-01,2026-03-08,2026-03,C004,Horizon Outfitters,Enterprise,Platform,Partner,South,Sale,236250,Synthetic ERP,INV-202603-C004A
REV-202603-C004-02,2026-03-21,2026-03,C004,Horizon Outfitters,Enterprise,Platform,Partner,South,Sale,101250,Synthetic ERP,INV-202603-C004B
REV-202603-C005-01,2026-03-08,2026-03,C005,Meridian Markets,Enterprise,Analytics,Direct,Northeast,Sale,189000,Synthetic ERP,INV-202603-C005A
REV-202603-C005-02,2026-03-21,2026-03,C005,Meridian Markets,Enterprise,Analytics,Direct,Northeast,Sale,81000,Synthetic ERP,INV-202603-C005B
REV-202603-C006-01,2026-03-08,2026-03,C006,BluePeak Stores,Enterprise,Services,Partner,West,Sale,157500,Synthetic ERP,INV-202603-C006A
REV-202603-C006-02,2026-03-21,2026-03,C006,BluePeak Stores,Enterprise,Services,Partner,West,Sale,67500,Synthetic ERP,INV-202603-C006B
REV-202603-C101-01,2026-03-08,2026-03,C101,Bright Cart,SMB,Commerce,Partner,South,Sale,127050,Synthetic ERP,INV-202603-C101A
REV-202603-C101-02,2026-03-21,2026-03,C101,Bright Cart,SMB,Commerce,Partner,South,Sale,54450,Synthetic ERP,INV-202603-C101B
REV-202603-C102-01,2026-03-08,2026-03,C102,Urban Shelf,SMB,Commerce,Partner,Northeast,Sale,118580,Synthetic ERP,INV-202603-C102A
REV-202603-C102-02,2026-03-21,2026-03,C102,Urban Shelf,SMB,Commerce,Partner,Northeast,Sale,50820,Synthetic ERP,INV-202603-C102B
REV-202603-C103-01,2026-03-08,2026-03,C103,Market Lane,SMB,Platform,Direct,Midwest,Sale,110110,Synthetic ERP,INV-202603-C103A
REV-202603-C103-02,2026-03-21,2026-03,C103,Market Lane,SMB,Platform,Direct,Midwest,Sale,47190,Synthetic ERP,INV-202603-C103B
REV-202603-C104-01,2026-03-08,2026-03,C104,Juniper Goods,SMB,Commerce,Web,West,Sale,101640,Synthetic ERP,INV-202603-C104A
REV-202603-C104-02,2026-03-21,2026-03,C104,Juniper Goods,SMB,Commerce,Web,West,Sale,43560,Synthetic ERP,INV-202603-C104B
REV-202603-C105-01,2026-03-08,2026-03,C105,Oak & Main,SMB,Analytics,Direct,South,Sale,93170,Synthetic ERP,INV-202603-C105A
REV-202603-C105-02,2026-03-21,2026-03,C105,Oak & Main,SMB,Analytics,Direct,South,Sale,39930,Synthetic ERP,INV-202603-C105B
REV-202603-C106-01,2026-03-08,2026-03,C106,Common Basket,SMB,Commerce,Web,Northeast,Sale,84700,Synthetic ERP,INV-202603-C106A
REV-202603-C106-02,2026-03-21,2026-03,C106,Common Basket,SMB,Commerce,Web,Northeast,Sale,36300,Synthetic ERP,INV-202603-C106B
REV-202603-C107-01,2026-03-08,2026-03,C107,Fieldstone Shop,SMB,Platform,Partner,Midwest,Sale,76230,Synthetic ERP,INV-202603-C107A
REV-202603-C107-02,2026-03-21,2026-03,C107,Fieldstone Shop,SMB,Platform,Partner,Midwest,Sale,32670,Synthetic ERP,INV-202603-C107B
REV-202603-C108-01,2026-03-08,2026-03,C108,Elm Street Retail,SMB,Commerce,Web,West,Sale,67760,Synthetic ERP,INV-202603-C108A
REV-202603-C108-02,2026-03-21,2026-03,C108,Elm Street Retail,SMB,Commerce,Web,West,Sale,29040,Synthetic ERP,INV-202603-C108B
REV-202603-C109-01,2026-03-08,2026-03,C109,Good Day Supply,SMB,Services,Direct,South,Sale,67760,Synthetic ERP,INV-202603-C109A
REV-202603-C109-02,2026-03-21,2026-03,C109,Good Day Supply,SMB,Services,Direct,South,Sale,29040,Synthetic ERP,INV-202603-C109B
REV-202603-C201-01,2026-03-08,2026-03,C201,Consumer East,Consumer,SmartHub Pro,Web,Northeast,Sale,94080,Synthetic ERP,INV-202603-C201A
REV-202603-C201-02,2026-03-21,2026-03,C201,Consumer East,Consumer,SmartHub Pro,Web,Northeast,Sale,40320,Synthetic ERP,INV-202603-C201B
REV-202603-C202-01,2026-03-08,2026-03,C202,Consumer West,Consumer,SmartHub Pro,Web,West,Sale,88200,Synthetic ERP,INV-202603-C202A
REV-202603-C202-02,2026-03-21,2026-03,C202,Consumer West,Consumer,SmartHub Pro,Web,West,Sale,37800,Synthetic ERP,INV-202603-C202B
REV-202603-C203-01,2026-03-08,2026-03,C203,Consumer South,Consumer,SmartHub Mini,Web,South,Sale,82320,Synthetic ERP,INV-202603-C203A
REV-202603-C203-02,2026-03-21,2026-03,C203,Consumer South,Consumer,SmartHub Mini,Web,South,Sale,35280,Synthetic ERP,INV-202603-C203B
REV-202603-C204-01,2026-03-08,2026-03,C204,Consumer Midwest,Consumer,SmartHub Mini,Web,Midwest,Sale,76440,Synthetic ERP,INV-202603-C204A
REV-202603-C204-02,2026-03-21,2026-03,C204,Consumer Midwest,Consumer,SmartHub Mini,Web,Midwest,Sale,32760,Synthetic ERP,INV-202603-C204B
REV-202603-C205-01,2026-03-08,2026-03,C205,Marketplace A,Consumer,Accessories,Marketplace,Northeast,Sale,64680,Synthetic ERP,INV-202603-C205A
REV-202603-C205-02,2026-03-21,2026-03,C205,Marketplace A,Consumer,Accessories,Marketplace,Northeast,Sale,27720,Synthetic ERP,INV-202603-C205B
REV-202603-C206-01,2026-03-08,2026-03,C206,Marketplace B,Consumer,Accessories,Marketplace,West,Sale,58800,Synthetic ERP,INV-202603-C206A
REV-202603-C206-02,2026-03-21,2026-03,C206,Marketplace B,Consumer,Accessories,Marketplace,West,Sale,25200,Synthetic ERP,INV-202603-C206B
REV-202603-C207-01,2026-03-08,2026-03,C207,Direct Consumer A,Consumer,SmartHub Pro,Web,South,Sale,47040,Synthetic ERP,INV-202603-C207A
REV-202603-C207-02,2026-03-21,2026-03,C207,Direct Consumer A,Consumer,SmartHub Pro,Web,South,Sale,20160,Synthetic ERP,INV-202603-C207B
REV-202603-C208-01,2026-03-08,2026-03,C208,Direct Consumer B,Consumer,SmartHub Mini,Web,Midwest,Sale,41160,Synthetic ERP,INV-202603-C208A
REV-202603-C208-02,2026-03-21,2026-03,C208,Direct Consumer B,Consumer,SmartHub Mini,Web,Midwest,Sale,17640,Synthetic ERP,INV-202603-C208B
REV-202603-C209-01,2026-03-08,2026-03,C209,Direct Consumer C,Consumer,Accessories,Marketplace,West,Sale,35280,Synthetic ERP,INV-202603-C209A
REV-202603-C209-02,2026-03-21,2026-03,C209,Direct Consumer C,Consumer,Accessories,Marketplace,West,Sale,15120,Synthetic ERP,INV-202603-C209B
REF-202603-PRO,2026-03-24,2026-03,C201,Consumer East,Consumer,SmartHub Pro,Web,Northeast,Refund,-49920,Synthetic ERP,CM-202603-PRO
REF-202603-OTH,2026-03-25,2026-03,C203,Consumer South,Consumer,SmartHub Mini,Web,South,Refund,-54080,Synthetic ERP,CM-202603-OTH
